name,age,province,cie,money
Stefano Morosini,8,OG,IN13771FG,933.05
Puccio Trussardi-Venier,53,LU,FQ70721OZ,1640.26
Ermes Armani,58,CA,ZG15118VK,$572.92
Leonardo Balbi,51,AV,DV53623QP,2709.19
Sig.ra Melina Brancaccio,88,LO,MT08746PL,1646.47
Alderano Luria,41,VT,OY29336CE,1045.45
Giosuè Foscari-Trapani,43,BT,ZB06959AE,2766.98
Erika Chindamo,45,MC,XV18381VA,381.56
Carmelo Donini-Randazzo,94,GR,XB23719UK,994.13
Dott. Valeria Greggio,87,ME,WO20228QR,
Federico Bongiorno,13,VA,GC31771JF,2596.68
Lucrezia Contrafatto,82,IM,II26296RV,2113.06
Pomponio Matteotti-Tamburello,56,MC,NU37088TH,2235.07
Sig.ra Ida Guarana,63,PD,XM48822XD,1498.17
Corrado Morosini,1,GO,TT50956GX,800.19
Gionata Trebbi-Bianchi,-59,BL,IP86910AR,1420.63
Rosa Tutino,75,CI,LI03250AM,1555.27
Alderano Colletti,,BA,OU59703FD,1458.75
Evangelista Casellati,27,RG,SQ57005RB,2215.19
Amedeo Tomasetti,51,LU,FZ93612YB,2556.40
Loredana Ariosto,18,FM,CM48769RL,1097.08
Rolando Longhena,22,LE,BU22344BH,2310.99
Rolando Cammarata,7,MB,RC47639JP,1297.93
Gioacchino Antonacci,14,TO,CV87211GM,-4.84
Gioacchino Traversa,52,VR,KA25608DK,
Aria Comolli,98,BA,NW42868GM,2958.02
,80,VE,RV15753HF,1334.94
Antonietta Mantegna,57,AV,MF34188UF,1222.15
Bernardo Leone,42,MN,AS17067CK,1716.94
Bartolomeo Onio,59,BR,DL07202JV,1289.83
Natalia Gentileschi,33,OR,MZ29043PZ,1636.04
Lina Romagnoli,76,BA,CM27099SA,959.67
Giovanna Cabibbo,44,TN,UW98286HW,1480.22
Marisa Borzomì,3,BO,LV21463YC,1789.22
Ferdinando Longhena-Durante,60,RG,WI28707GP,290.52
,74,GR,YB43961KB,1801.12
Ronaldo Sforza,97,NA,CP00136QV,
Francesco Innocenti,63,ME,UP42260LP,1335.66
Pierangelo Pizzetti,98,BT,ZB84156NC,1098.03
Dott. Mariano Turci,83,PT,KN73939RD,646.72
Gianfrancesco Pareto,6,FM,IR19256UJ,2048.85
Carlo Mannoia,88,VA,HB20794ZL,2112.04
Sig. Mariano Zoppetti,82,RC,AQ77650XQ,2050.91
Giulia Caboto,-25,PI,VG23534JY,1325.08
Vito Borsellino,57,LO,ID94218MM,1297.28
Rodolfo Missoni,,CS,NH21311NY,1975.35
Alina Dossetti,86,RI,VL61983PW,1553.81
Ignazio Galeati,74,OT,NR05756EB,1810.51
Sig.ra Nadia Dossi,73,RG,SI53714WF,87.77
Dott. Biagio Vismara,31,CZ,YR60140PF,-103.27
Fiamma Nicolini-Gigli,59,VV,SR14287WB,1459.18
Martino Delle,62,,YZ12772KO,883.60
Fortunata Metella-Piccinni,73,TO,CJ49977SZ,2325.68
Giada Boccaccio,72,AR,CE72063FJ,2334.01
Marissa Govoni-Bruno,45,SO,EY74136PD,1926.00
Michela Gregori,64,AP,CG39044ZO,1120.26
Romolo Foa,47,PV,WR08308EK,1278.11
Paoletta Maspero,63,LT,ZC21831NW,1628.40
Pina Gori,8,PG,AL12662EF,-66.77
Filippo Rensi,39,PT,OQ51902YR,1207.21
Sig.ra Virginia Vismara,71,VA,LL78957TC,1241.15
Dott. Tonia Togliatti,23,PG,IN12991JX,1611.17$
Santino Mezzetta,21,,MW64371QI,834.35
,63,,SK72869WC,470.99
Pier Balbo,27,MO,FM66706MF,1718.62
Pomponio Bocca,77,PG,MZ56653DT,1842.25
Dott. Virginia Mercantini,66,AT,KW50396WN,933.79
Alfio Bertoli-Onisto,16,PV,LL37629CJ,1816.98
Cesare Pugliese,30,CL,UR70010ZZ,
Olga Emo,47,TS,CK79802BR,3125.16
Sig. Piero Zanichelli,42,GO,RU82469ER,2284.93
Manuel Fermi,17,MT,FC54987OP,1699.06
Adele Calvo-Dandolo,84,BL,RT10300LZ,1953.97
Nico Montalti,9,AG,PJ04838JG,2549.16
pierO rosIeLlo,70,BI,WK22551LM,1226.09
Sandra Bernini,14,BT,VO65715TD,1237.27
Ranieri Federico,25,TE,TH36458ZX,1450.11
Silvia Priuli,14,BN,OU69723MR,1381.96
Camilla Tamburi-Luzi,58,VS,BP43040OJ,1011.94
Fabrizio Mattarella,88,,ZD41581KI,
Fabia Bellini,98,BZ,FT36903FC,659.82
Isa Lucciano,10,LE,ML05899PC,1398.81
Michelotto Cammarata-Muti,1,RM,WV28308GZ,1985.61
Silvia Spadafora,80,PV,ME16151YU,1185.75
Cassandra Cherubini,13,RC,UN11709RF,1637.98
Ezio Cicilia,16,,KD71093SG,1020.46
Gianna Novaro,94,MB,BC93127QZ,1585.38
Sig. Dario Fuseli,62,VV,CN80089MB,1051.55
Piero Gatto-Federico,99,TE,FK44194FQ,986.26
Dott. Tonia Battisti,59,AL,ZX65887SU,
Sig.ra Lara Tosi,75,AQ,OH60483FD,3478.98
Anita Dellucci-Iannucci,83,PT,YU54693YM,1480.44
Gastone Naccari-Caccioppoli,70,CE,IH06084HZ,1465.80
Sig.ra Flavia Treves,27,TS,ZJ62086UX,2164.37
Raffaella Andreotti,32,BG,UC20148NF,768.56
Piergiorgio Marconi,55,RE,VC04745FQ,1278.65
Luciana Antonacci,-58,pC,AM14217AG,518.69
Fiorenzo Guarana,33,AR,OU00967CM,735.56
Sig.ra Sylvia Liverotti,27,MN,LY85246TC,2690.16
Irma Pizzo-Platini,72,OG,DK58341KB,
Sig. Ansaldo Nugnes,91,SS,YW61863VI,1902.73
Victoria Gelli,36,MB,RX52435CQ,2217.49
Sig. Matteo Fantini,17,UD,TT29847CN,-0.99
Francesca Scarfoglio,94,KR,MU38101ML,1257.60
Simone Bodoni-Impastato,64,GE,EL64837AO,1323.43
Paloma Ginesio,73,MI,UH45472QK,
Lolita Bondumier-Barbarigo,83,BS,LD29247QW,1915.81
,93,CH,FH65436HX,1512.53
Piergiorgio Solimena,93,TV,KW40359EM,1259.50
Sig.ra Erika Flaiano,94,RA,XR85392GW,
Tonino Finotto,,AO,NX19002BB,1149.83
Diana Gabba,97,KR,SW68099YL,678.14
Raffaella Roccabonella,4,GR,AY91392AR,868.11
Micheletto Donà,84,CE,LG72218WC,1323.96
Antonia Magnani,36,BI,XG77211KI,2848.37
Sig. Tonino Sinisi,66,BI,XF84052HS,1403.28
Giampiero Nitti,38,PE,ET02163VZ,1426.03
Lando Cannizzaro,38,SA,WL77311EM,1172.54
Geronimo Ferrara,65,BO,AB20773UH,689.63
Ermenegildo Trupiano,,VS,QL04906DT,$1089.41
Evangelista Bonatti,47,VE,BT77374ZT,2726.87
Fulvio Righi,4,PT,JP02562CT,1997.23
Massimo Leone,18,PA,ZG20165ZL,809.39
Domenico Bonanno,-65,MN,EZ22472FA,1686.89
Marisa Casaleggio-Semitecolo,76,LE,UA08230MU,1008.42
Lorenzo Zaccagnini,30,CH,NA06908UV,389.47
Dott. Elena Rizzo,51,LE,SK26737BC,2185.50
Diana Mascagni,52,PO,QJ50014AU,1079.09
Beatrice Polizzi-Mozart,80,BS,BB47402SB,2344.44
Roman Filogamo,71,PN,CU26944TT,1856.75
Gianna Trupiano,95,PG,XN95829RA,-227.14
Paolo Bragadin,25,GO,VC63581XM,391.76
Paola Lercari-Cutrufo,55,RN,SX23821BQ,1559.87
Coriolano Benigni,82,TR,RK09556RI,$1056.29
Nina Branciforte,83,RG,XI30044KO,1901.43
Lando Mazzocchi,90,BI,UF54189WE,2154.13
Pierpaolo Modiano,33,TV,PE19792UF,1487.35
Melissa Collina,40,VA,XT95628KR,1117.15
Renata Donarelli,12,CI,FT77546RJ,2389.90
Beatrice Nadi-Mazzacurati,1,PI,AT50643TM,-21.04
Dott. Gloria Giusti,86,IS,ST84384UM,1265.04
Loredana Civaschi,94,FC,KG55646WZ,
Panfilo Vasari,5,GE,GV68825NO,933.69
Sig.ra Elvira Goldoni,9,TO,QN92720YZ,1860.78
Dino Benigni,77,,SF89165TA,219.86
Gaetano Traversa,25,ME,PY39836MQ,2093.50
Calogero Ciani,53,MT,YJ53258ET,589.62
Angelina Vecoli,46,IM,OL44233KV,1737.64
Concetta Infantino,54,SI,QC46193II,648.39
Sig.ra Bianca Tomei,67,TA,HR50929ZT,$-8.91
Loretta Pedersoli,14,VS,CO07538DB,
Giustino Boaga,57,AO,JG92904CI,952.75
Gioachino Bettoni,63,BN,VF25623CC,
Bianca Mascheroni-Antonello,21,FE,NW80465BA,460.70
Biagio Esposito-Volterra,76,VE,AI44594KX,1868.51
Niccolò Grassi,42,OG,YE27239YU,1519.30
Claudio Forza,18,BI,XY08323UR,2252.71
Dott. Ruggiero Bottaro,91,LT,YZ25724FX,2214.67
Nicola Trupiano,56,TE,DU84312UX,1851.85
Baldassare Micca,22,,ZK60526OD,1020.02
Lolita Sinisi-Emanuelli,80,BZ,ZH69822KP,-287.20
Ansaldo Fabbri,70,SA,TK64713AS,1034.83
Severino Mancini,95,BS,UK13268OI,2218.61
,72,cE,PN28319GT,2159.31
Roman Gatto,97,OT,IK63273XI,1822.16
Nicoletta Vergerio-Brancaccio,74,,RO40405AJ,2299.57
Dott. Liberto Tozzo,3,aN,FU05806ZL,1408.43
Vittoria Petralli,89,LI,ZU73620EV,1216.42
Emilio Sraffa,99,BO,WP79429RT,2446.06
Manuel Civaschi,52,LT,MV20857QO,-433.34
Irma Aloisio,,TV,SH27299WF,1116.75
Hugo Biagi,2,CN,GC60773OY,
Lodovico Persico,32,BO,OT06603RA,2460.37
Giampaolo Muratori-Fracci,56,VE,YT67335RY,982.36
Coluccio Cianciolo,24,SO,YD72803AT,1967.34
Romeo Abate-Iannelli,11,TO,WF70748PZ,1218.00
Fiorenzo Virgilio-Alighieri,62,TN,JI90499GM,1405.03
Angelo Cuomo,88,VS,RX28262YF,2134.90
Silvia Merisi-Disdero,63,PC,XW40886KK,2060.18
Patrizio Gualtieri,17,LU,BF06819UR,814.53$
Antonella Baroffio-Asmundo,56,MC,HF35765LG,1647.28
Stefania Bruno,,PO,VK51949SB,1962.58
Dott. Vincentio Baroffio,28,RN,UK86414YD,1746.66
Antonia Barese,86,PU,NM59358YZ,2198.02
Paulina Capuana,24,CA,OP54451EB,1502.34
Amanda Tuzzolino,7,,HO60586FV,1883.58
Sig. Salvi Borsellino,72,CZ,LF57955CD,963.71
Romeo Cagnotto,24,AN,OD98900QR,2058.23
Nedda Guidone,92,,DB57951PE,1507.35
Marcella Vasari,91,MI,RK32739AH,2215.29
Sig. Damiano Bottaro,32,RI,GQ04107VG,
Bartolomeo Emo,,FM,WF76576DK,
Sig. Giuseppe Federici,23,CE,OB29306GV,1745.24
Sig. Vincenzo Marinetti,5,VV,OR37513QM,1775.39
Daria Iacobucci,38,BZ,RB85797SV,1377.59
Lolita Soffici,41,RI,Td64250em,1037.89
Loretta Giusti,90,AV,MS26459PX,495.71
Cristina Angeli,37,AO,OW86567RT,953.41
Sig. Sebastiano Nievo,,MT,DN80088KS,1699.32
Marissa Canali,69,SI,WU94861KZ,
Sig. Alessandro Rizzoli,49,VV,QR65714RA,1236.37
Panfilo Trussardi,8,VE,AO21147OP,1664.27
Luisa Baroffio,1,FR,WR50422SZ,1729.17
Mario Asprucci,90,BZ,AN32449SE,
Federigo Ludovisi,27,BO,YP83225AK,1559.72
Dott. Ronaldo Sabbatini,68,SI,SE42125EJ,984.61
Emma Giusti,-66,OG,AI96614UQ,266.20
Adriano Ortolani,92,RO,TA59963VG,-147.68
Dott. Giulietta Odescalchi,26,BS,LJ82891ZY,1877.20
Renata Gremese-Cardano,47,SR,BS77381SM,2388.70
Sig. Gioacchino Taliani,46,,QV92185TX,1406.20
Augusto Caetani,78,TE,BF62572JA,1980.62
Vanessa Vasari,74,LC,YA32330SY,1734.04
Sig.ra Veronica Mondaini,83,FI,MC60918WE,1144.83
Gianni Sismondi,74,VA,SA85542ZO,2231.93
Carmelo Gentilini-Volterra,89,AT,ND16085EP,1531.47
Mariana Antelami,39,SO,CW67125UW,1589.89
Cipriano Carriera,-24,MC,NF32934WD,2127.85
Laura Vidoni,65,MN,LE43264XN,1963.59
Panfilo Vitturi,37,SA,YA27159JR,1615.18
Sig.ra Fabrizia Gentilini,,VR,BO66976VE,1834.34
Dott. Rembrandt Tedesco,30,PN,LE26337AC,2243.70
Sig.ra Morena Antonucci,90,LI,NP36797VR,821.14
Dott. Cassandra Botta,15,VB,JO34486EB,2356.95
Piermaria Pedersoli-Ruggeri,92,BN,SF81182AW,
Sig.ra Fabrizia Fagotto,53,RE,NG92421FP,42.95
Sig. Patrizio Luria,4,SR,PN43055QM,1697.99
Giuseppina Zampa-Almagià,32,CO,HE79240AG,
Sig. Camillo Leone,31,GE,LN81265NN,1071.43
Rosa Pizzamano,66,AL,PE68682LC,571.87
Melina Durante-Petrucelli,29,PA,VN61502XJ,1935.32
Giovanna Galvani,18,CN,MI10953ZE,1095.25
,66,PD,WI32705RD,1790.40
Claudio Mastandrea,36,RC,PD76829UH,1128.29
Arnaldo Gioberti,19,CE,AV46753RL,2184.02
Aldo Trentin,44,FR,VY28137AC,1325.35
Adele Bova,66,TE,MG78658HM,1578.71
Melania Bragaglia,93,CA,Zj59608vk,1057.24
Dina Marconi,75,IM,ME30933RQ,2091.16
