name,age,province,cie,money
Daniele Nicoletti,90,TN,YN88479WT,895.66
Filippa Gualandi,1,RC,RM08430VA,2062.34
Alberico Corcos,17,OT,AI22904CG,1966.94
Annetta Sabatini,,OR,MI82722MN,1550.87
Natalia Roncalli,97,OR,WN33004NG,2127.09
Dott. Natalia Gigli,34,LU,LQ76297LR,1384.34
Barbara Odescalchi,52,SA,RZ97176AY,1827.15
Gioffre Zarlino,65,VR,LF70958LO,1009.49
Benito Sonnino,62,CI,SM91173VC,1186.80
Carla Roero,83,MI,NG69701CN,1019.83
Giancarlo Celentano,99,LC,,1470.76
Agnolo Rosselli,90,FR,KB94595RK,2291.12
Aldo Finotto,52,TP,VA54292QL,870.48
Paoletta Gozzi-Nicolini,79,PE,XA82250EZ,1625.95
Rembrandt Chiappetta,21,NO,UE62650VG,739.25
Adele Bembo,92,VC,OG40949QK,2406.81
Cesare Orlando,53,PN,KK29751ZM,
Cristina Borzomì,65,MI,TY60821RF,1202.31
Melissa Morgagni,9,LT,SH43550WB,1620.66
Monica Respighi,83,MO,LA27032PG,1469.36
Renata Fiorucci-Roth,88,BO,IK51683BM,3233.43
Antonino Oscuro,92,NO,CB05394IX,1050.69
Giulia Botta,91,Ri,ID64119CC,1554.74
Aldo Trevisan,51,RN,UV00800LA,1546.53
Alfredo Finotto,36,PO,OD75437AI,831.15
Nicola Poerio,28,CE,WQ56814LH,1532.48
Romina Casalodi,51,SR,AD30299BD,2819.01
Rodolfo Fantoni,41,MC,JH91831XP,1158.83
Dott. Alphons Vergassola,29,RC,DX19672PR,2570.92
Rosario Antonelli-Benedetti,62,VB,EL21232DR,1639.99
,37,,MC78812OS,1283.44
Sig. Ivan Matteotti,49,SO,NM30250DN,1047.62
Tonia Telesio,,BN,BK35543DB,311.94
Nanni Giannini,93,VS,FB71553UK,2060.64
Milena Pignatti-Villarosa,71,,Mj97216JM,993.99
Sig.ra Annalisa Babbo,44,BS,IN62748OF,438.47
Fulvio Sobrero,68,VT,XT26215NA,$1622.50
Fiamma Accardo-Florio,67,TA,HQ62256BT,1435.16
Ninetta Marzorati,50,FM,HU29578ZQ,
Dott. Lidia Morosini,25,CZ,,493.98
Monica Galuppi,37,MO,XZ75853QO,1992.35
Anita Nosiglia,86,SP,NR92731NA,1242.72
Luchino Gualandi,61,NO,LV44964CZ,1215.26
Giustino Guariento,61,,SG95362JI,1475.04
Mirko Piazzi,51,TV,NC83716LO,2134.44
Silvestro Pietrangeli-Segrè,15,VC,MR05526PQ,1659.67
Luigina Montesano,60,AT,FO85443AK,1899.05
Piergiorgio Fibonacci,65,PZ,FT07120GK,1077.34
Federica Branciforte,45,BS,SO80222QR,927.13
Simonetta Boaga,74,AP,IS26549ME,1421.34
,22,FI,WP18902HL,943.41
Loredana Montanari,38,PG,OE01109SB,2980.61$
Sabatino Bruscantini,21,FM,BR90334TM,1238.00
Lilla Tarchetti,22,MI,ID73577ZP,1283.06
Dina Alfieri,76,PA,GC26936VN,923.57
Camillo Spinola,1,FE,WR11658EL,$1565.38
Sig.ra Paola Mortati,92,FE,JB11032CR,1915.33
Sig. Giancarlo Fagiani,66,RG,ZT94850TR,
Sig.ra Zaira Udinese,65,OR,WF30652FS,602.15
Dott. Eliana Nicolini,24,CL,UD34106ZH,1988.73
Sig.ra Aurora Palombi,24,TN,IA88757JC,1895.45
Alessandra Mozart,14,LU,XN16675IH,2205.70
Girolamo Bevilacqua,21,PA,AP14878KX,1027.27
Enzio Comencini,61,SR,OI75806OW,774.47
Germana Pignatti-Veneziano,65,OT,SK38787AQ,1876.79
Donatella Morpurgo,8,GR,HJ27297SD,1868.42
Adamo Amaldi-Sbarbaro,48,RO,VV72501IH,3219.01
Dott. Mariana Leopardi,28,FI,DF94488PP,898.04
Ermes Ferrari-Maglio,18,LT,QL56613ZG,1454.45
Ilaria Maderno,72,BA,TT55936ZI,207.93
Donna Mocenigo,35,VC,VO23993HO,1159.14
Rossana Vecellio-Durante,51,SS,XT82674DC,1784.45
Dino Lucciano,23,CR,QK85943EP,2349.05
Sig.ra Antonella Monaco,56,MT,OC15433YL,1648.23
Sole Giannuzzi,9,PC,yO07298VJ,1013.27
Leopoldo Marcacci,95,GE,VZ37381JS,463.44
Dott. Teresa Dossetti,21,MC,HR74045LQ,1841.50
Dott. Raffaella Alighieri,77,PV,DV33338KW,2094.66
Gaetano Vespa,99,TS,GI98578YF,2421.14
Mirco Martinelli,42,FG,IE05358SI,1213.58
Maria Tarantino,48,EN,BY52614WF,2842.70
Sig. Costanzo Chechi,86,AT,RU20463YU,2471.47
Monica Trillini,16,SP,NB49453YG,1017.11
Costantino Malpighi,78,FG,DM68366RB,1336.56
Dott. Mirko Gaito,90,LO,HG62730TZ,2285.94
Serafina Tutino-Lombroso,28,FR,JU11811AZ,-682.76
Lamberto Bonanno,50,TA,CG75818DJ,1096.67
Eleanora Zeffirelli,25,SI,VF67268KR,1522.84
Amico Tarantini,81,BS,MY91184BK,2144.93
Marco Pisani,16,,JV75474FV,1335.57
Fabia Falier,77,VI,FQ36063QC,1913.01
Marina Grifeo-Trevisani,21,TA,FU80322IJ,1479.45
Isa Boito,83,TA,NI91260LP,292.55
Ernesto Acerbi,23,MI,LK40472FE,1604.90
Victoria Paolini,18,CI,EB77193YV,381.88
Adele Calbo,53,AL,DE69729HT,871.16
Patrizia Viviani,9,RC,SI57639IJ,659.80
Sig. Tonino Nicolini,88,MT,yE41659tM,1719.96
Marissa Sinisi,55,TA,TG39575LA,1364.47
Loredana Satriani,25,AO,ML47668GY,1258.85
Sig. Ottone Branciforte,10,NA,QR60511CI,1810.45
Ninetta Maffei,83,CE,FL30752TA,1725.65
Etta Cavanna-Antonacci,85,BN,FB65979DP,2269.92
Gino Monteverdi,62,GE,ZC41076OK,999.18
Cassandra Napolitano-Cundari,60,IS,TE28012DF,2251.83
Riccardo Sorrentino,87,,JY05963TB,1047.19
Monica Bombieri,85,AV,MB24360DK,728.96
Martina Modigliani-Cugia,43,VI,UA12006TW,1384.65
,60,AO,PJ58108NR,2107.76
Ramona Regge,17,VB,LI82677VY,1848.74
Dott. Zaira Einaudi,24,EN,FB05098SB,1193.69
Sig.ra Simonetta Tasso,22,TE,WK54311NR,1406.85
Loredana Cuzzocrea,,,PS31158FC,$968.85
Luigi Bompiani,55,OT,JX82752IP,2927.23
viNcEnZa BaRaCcA-TrAETta,91,BZ,SM27421WO,1842.14
Matteo Leonardi,29,AO,BZ93168QW,485.71
Paola Veltroni,60,AQ,PQ31742OV,613.31
Alessio Turati,10,CZ,HO74991UU,2250.34
Silvestro Accardo,46,LO,CQ60077JT,758.17
D. V. Argento ,62,SS,QP62098dn,803.05
Milena Borromini,62,CE,XU85136BX,2569.28
Ubaldo Scaduto,95,TS,FJ71740NJ,2154.27
Sig. Geronimo Collodi,3,RG,HO04266MQ,1881.48
,37,PT,EZ55333FV,655.58
Luigi Cundari,14,MT,JL84905EB,1327.85
Gian Rosiello,4,GR,IJ79454EO,2091.19
Sebastiano Goldstein-Parini,15,LO,GX42754JP,1156.19
Pasquale Dallapé,23,PC,ZL14635CS,
Sig.ra Isa Turchi,32,BS,XR88179RV,1355.62
Liberto Comolli,7,OT,FZ42819WK,2104.26
,92,BR,RN17363DK,1062.69
Flavio Magrassi,44,BN,QF95789UQ,1866.98
Matteo Montanariello-Bernardini,,PO,DS16935HE,3403.75
Martina Barzini,99,CL,PX61207CZ,
Delfino Solari,77,NA,QS48984OD,581.47
Romeo Mazzanti,92,AV,WF44611VB,1489.42
Valeria Lucciano,37,TA,HF76327YB,1060.30
Dott. Maurilio Toninelli,83,PA,YC51015DW,1153.06
Angelo Luciani-Lollobrigida,53,PD,qJ72253XA,2363.55$
Morena Nosiglia,40,AV,JP42439CD,1039.38
Maria Armani,9,CL,RI47049EH,
Francesca Ortese,74,VV,ZN79215ZY,1342.61
Amico Baroffio,25,TA,LC47537EK,1418.72
Arsenio Barsanti,64,IS,VZ36810UH,1146.48$
Marta Conte,74,BR,LA82002XO,1925.03
Elena Goldoni,16,,EL14597EP,1488.64
Gianluca Pulci,1,BI,SJ85279DW,2380.22
Elisa Mozart,9,GR,TD06473WK,2560.09
Pierluigi Marconi,76,MN,MH05560LC,646.65
Cristina Stucchi,83,FE,ZQ48939ZJ,246.45
Ippazio Cherubini-Borrani,46,RG,YI58042AT,1920.56
Azeglio Polesel,87,RC,SG88046OB,1245.37
Armando Gabba,84,Vc,UJ77815OK,1328.30
Fortunata Bragadin-Correr,56,BT,QT28536VA,2077.94
Sig. Edoardo Giannone,9,BS,ML42159SH,1094.37
Loretta Falloppio,63,CS,BZ59244MG,2465.99
Aria Bajamonti,88,FI,EH98390KN,1202.53
Michela Schicchi,64,,AN85347CQ,83.32
Umberto Puccini-Bonaventura,,RE,BA50309PD,1215.90
Dott. Paola Tasca ,53,VT,RV29011ZO,1766.30
,34,AG,LO49018YA,1240.85
Pomponio Bacosi,64,CO,YE23447SK,1332.21
Matteo Tosto,12,VA,,278.08
Camilla Taliani,15,CO,KQ79141WX,258.89
Viridiana Trevisani,16,BS,XR70938YQ,1666.71
Ansaldo Omma,60,FR,MP90804DE,442.66
Sig.ra Margherita Guarato,21,MC,RT23333FD,1561.86
Sig. Gino Comisso,66,AP,GP07450VY,1317.23
Emma Palumbo,81,BI,BF52871CE,2960.69
Rosalia Filzi,83,BI,GU54516XU,1712.03
Luchino Montanelli,36,RC,VT78311GZ,2455.59
Teresa Fermi-Rinaldi,37,RN,CP14883LZ,769.19
Loredana Civaschi,41,AV,RJ80348IQ,1206.45
Sig.ra Gemma Liverotti,46,TS,GJ31202IJ,
Giulietta Stradivari-Palmisano,37,MI,HH90823TW,2067.77
Ciro Lupo,90,RI,UQ71999YA,958.18
Antonino Carnera,72,CZ,DD25638IQ,1662.32
Gionata Pometta-Chiesa,87,CI,QJ07760BB,743.57
Michelangelo Onisto,53,VR,RZ23174ST,$606.44
Germana Albertini,24,BA,FA18479KJ,2580.71
Sandro Valmarana,27,SO,EF26170JL,2057.25
Gianpaolo Scamarcio,39,LO,DG91474KG,1870.01
Paola Cammarata-Savorgnan,76,FE,PH24075RL,1488.84
Monica Tamburi,,BT,JH26765EP,2214.04
Gionata Tognazzi,45,RA,YX31992NU,2464.51
Leone Navone,7,FI,DZ60500WH,2891.06
Letizia Regge,86,FC,GV34829PP,1754.72
Morena Almagià,72,CE,IE76811CF,882.14
Daria Morpurgo,-29,BL,LE74645RW,673.19
Matilda Soprano,12,FM,SE25324DM,1173.72
Dott. Piergiorgio Marangoni,37,SR,TZ52869YL,1018.11
Cassandra Pisaroni,16,IS,DG65471CE,1722.35
Victoria Vercelloni,80,CS,QU23202QI,1211.77
Ricciotti Fagiani-Nitti,69,VE,YZ01419IU,70.08
Michela Pascarella,19,VT,RQ69725TI,1530.01
Toni Fo,95,CO,BW73156VY,1571.26
Dott. Gioele Andreotti,57,NO,TF68256SH,1809.96
Baccio Gangemi,9,PI,PJ03887YN,2357.96
Annetta Matteotti-Renier,61,PN,AY86460XC,1527.47
Vincenzo Raimondi,88,RC,YB49481WQ,497.22
Coriolano Gigli-Petruzzi,67,SI,FR30827DP,1933.15
Zaira Cavalcanti,89,BN,PK25736OO,1452.50
Elena Iannuzzi-Carnera,44,RN,JI40455WV,1794.76
Dott. Amalia Treccani,97,,OD81302DB,1061.10
,94,BI,CB18389HL,2086.92
Guglielmo Simeoni,38,MI,UM97484EH,1732.86
Costantino Zetticci,49,NA,FZ68149YV,1912.85
Dott. Loredana Curiel,26,MT,at93205PO,1181.00
Giulietta Fabbri-Bertoni,80,VT,CP30675LH,1482.83
Alessandro Cuda-Santi,81,RI,SE00284UB,1791.92
Dott. Melania Battelli,49,AT,GG52952PK,478.84
Costanzo Trobbiani,41,BG,BE26336NP,2756.30
Iolanda Porcellato,19,CH,WX12369NO,749.68
Ivan Pareto,79,LI,AB40400QP,1751.37
Bruno Ciani,-80,,KP41612WW,289.82$
SIG. FRaNceSCO bRaNcIfORTe,39,,BN27089GL,600.85
Nadia Abatantuono,55,AG,XD65190CK,1956.78
Alphons Cilea,52,FR,CW41624CP,1900.35
Liliana Finzi,10,PO,GL75968AX,2723.12
Michela Pigafetta,48,RE,JI29363FU,1287.62
Marco Tomaselli,,TS,TT61485HV,1610.97
Dott. Fortunata Callegaro,48,CL,JY94807FP,2458.33
Ida Martucci,39,RA,HQ71272UA,2072.04
Sig.ra Cecilia Caccianemico,61,GR,KE98256QC,638.93
Ninetta Tiepolo,27,SP,QW28285TZ,497.19
Alessandra Agnesi-Camanni,83,,OZ29764ZG,1254.20
Dott. Caterina Salvemini,,LI,OH35676UQ,1953.46
Luisa Canil,86,MS,FV37871OT,1965.11
Viridiana Castelli,87,BT,FI39963VH,1154.85
Letizia Respighi,89,TA,VR34852EY,582.30
Dott. Mariana Pacetti,21,LI,,1440.75
Torquato Infantino,69,VV,ES37853HN,1923.84
Dott. Federigo Brunelleschi,89,VB,XR43446MJ,1985.86
Renata Ferrata,37,PG,YY45221UK,1077.64
Sylvia Baggio,6,CS,YT56321DW,2228.05
Lina Gualtieri,59,VB,XZ53591AN,1636.25
